https://www.uber.com/careers/list/132647,Sr. Scientist - Mobility Matching,183750.0,Data Scientist,Data Science,"Sunnyvale, California   |   San Francisco, California","Have you ever wondered why it’s taking so long for an earner to be matched to your trip, why the ETA is so long, or how an Earner is picked from the many around you? If so, the Mobility Matching Science team is for you!The Matching team at Uber builds the systems that determine the optimal way to fulfill trips on the Mobility platform. We work on the problems of determining which earners to send an offer to and when. The solutions we build are critical for maintaining reliability and ensuring the trust of riders and earners alike.We are looking for experienced scientists who relish the opportunity to develop novel approaches and apply them at Uber’s scale. They ideally have a good balance of causal inference, analysis, experimentation, and modeling knowledge, as well as, an ability to use these skills to identify business opportunities and deliver product recommendations.---- ","Develop data-driven business insights and work with cross-functional stakeholders to identify opportunities and recommend prioritization of product, growth and optimization initiatives. Design and analyze experiments, communicating results that draw detailed and actionable conclusions. Analyze and contribute to development of optimization algos and ML models for use in mobility matching. Collaborate with cross-functional teams such as product, engineering and operations to drive system development end-to-end from conceptualization to final product","PhD, or MS Statistics, Economics, Operations Research, or other quantitative fields. 2+ years of industry experience as Data Scientist or equivalent. Proficient in SQL and advanced experience using Python/R to able to work efficiently at scale with large datasets. Knowledge of experimental design and analysis (A/B, Switchbacks, Synthetic Control, Diff in Diff etc). Experience with exploratory data analysis, statistical analysis and testing and model development. Good communication skills across technical, non-technical and executive audiences","3+ years of industry experience as Data Scientist or equivalent. Ability to work in self-guided manner. Experience with online dynamic systems. Have a growth mindset; love solving ambiguous, ambitious and impactful problems"
https://www.uber.com/careers/list/132515,"Senior Tax Analyst, Federal",123500.0,Tax,Finance &amp; Accounting ,"San Francisco, California","Uber is looking to add a Senior Analyst to our US federal tax team! This is an amazing opportunity to work with a strong tax team and make an immediate impact.  If you welcome a high-growth, fast-paced global environment, this may be the opportunity for you!","Perform US federal tax analysis to support the tax decision-making in response to business expansion, tax law updates, tax efficiency opportunities, and many more.. Assist in the preparation of the Company's US (federal) quarterly and annual income tax provision calculations and related financial statement disclosures, including computation of book to tax differences, tracking of deferred taxes inventory, and supporting tasks related to ASC 740-10 (FIN48). Collaborate with the US compliance team based in India by providing tax technical updates and reviewing certain workspapers, such as federal quarterly income tax estimated payments, the Return to Provision workpaper and federal tax return. Assist with special projects, including addressing notices and assisting with tax audits. Contribute to process and technology improvements aimed at streamlining the provision calculations. Research tax issues, review legislative developments and evaluate the impact. Build collaborative working relationships across the company. Liaise and manage external advisers to ensure Uber gets the best advice possible","3+ years relevant tax and accounting experience for large, public, global corporations in either a public accounting or corporate environment. Bachelor’s degree in accounting, finance or related field. Experience and proficiency preparing tax workpapers","MST/CPA preferred. Strong written and verbal communication and organizational skills. Have excellent analytical skills to ensure results are accurate and have the ability to communicate findings in a precise and simple manner. Ability to work independently in a fast-paced environment with strong ownership of his/her/theirfunction. Results driven with high level of initiative, teamwork, urgency, accountability and integrity. Proficient with Google Drive applications and Microsoft Office, especially Excel Applications. OneSource Income Tax and Provision and experience with Oracle and HFM a plus. Experience with Alteryx and other tax technology"
https://www.uber.com/careers/list/132684,"Sr. Associate, International Tax",180500.0,Tax,Finance &amp; Accounting ,"Washington, District of Columbia",,"Advise cross-functional teams on US international tax planning including the application of Subpart F, GILTI, FDII, FTC, and BEAT to proposed M&A and internal restructurings. Monitor existing and proposed tax legislation, assess planning opportunities, and identify/recommend initiatives to the Director, Tax Counsel, and VP of Tax. Lead tax planning/scenario modeling efforts and other efficiency-related initiatives. Partner with key contacts in legal, operations, corporate development, finance, and treasury to identify and implement tax planning strategies and minimize potential tax risks. Review contracts and collaborate with legal to ensure contracts contain key terms consistent with the global tax structure. Work with a global tax team","Minimum 3 years of experience in an accounting firm, law firm, and/or in-house at a multi-national corporate group with a solid understanding of international tax concepts, including complex international tax planning and corporate transaction experience",Strong written and verbal communication skills; ability to communicate effectively with senior management team and coordinate with other teams within Uber. Strong tax research and tax analytical skills. Experience working with and in a cross-functional team. Clear communication of legal concepts and ability to develop a positive narrative regarding tax positions. Demonstrated ability to provide clear advice in a dynamic environment. Ability to clearly communicate recommendations based on risk analysis in a highly ambiguous environment
https://www.uber.com/careers/list/130521,Safety Customer Support Representative,,Community Operations ,,"Limerick, Ireland",,"Incredibly empathetic and understanding of all parties including riders, drivers, eaters and delivery partners.. You will be a powerful advocate for Uber’s users and are passionate about the community experience.. Cool and calm under pressure. You have outstanding organizational skills, integrity, and great follow-through on tasks.. Word-savvy. You’re eloquent and able to strike the perfect tone, whether you’re explaining a policy or process or responding to support issues via phone or IAS. You love Uber. You are driven by helping others and being on the front-lines of a highly visible, fast-growing brand.. You can move quickly with care. You adopt change and can absorb new information with ease.",Deliver high-quality service across multiple support platforms including phone and messaging. Handle sensitive issues with compassion and empathy. Provide support and reassurance during unforeseen incidents such as accidents. Be a hardworking advocate for users while answering any questions that come your way. Show compassion to frustrated users while solving problems and addressing unsatisfactory experiences.. Lead a high volume caseload by being organized and a subject matter expert. Have keen eye for detail and strong sense of doing the right thing. Triage issues and raise them when vital. Be a great teammate through engagement and ownership,"Support experience in a high-volume environment, including service industries, retail, hospitality or other support environments. Experience in escalated customer service or relevant prior experience investigating urgent and high-priority issues including accidents allegations and handling sensitive information. Excellent interpersonal skills and ability to establish trust and effective working relationships with others on an external and internal basis. Dedication to excellence in behavior, performance and work product. Ability to adjust and adapt in a dynamic work environment. High proficiency using computers (typing, quickly navigating between various tools). Exceptional reading comprehension and writing skills. Ability to connect what users are asking for with answers to their true issues.. Passion for helping others and creating support experiences that exceed users' expectations!. Skilled at handling multiple issues at once to efficiently solve a large number of inquiries. Must work well in a team environment, contributing to a collaborative work environment where people learn from one another and continuously improve processes on behalf of users. Work time will be shift based totalling 40 hours per week. Weekend and weekly evening shifts are required"
https://www.uber.com/careers/list/129902,Senior Applied Scientist - Privacy Engineering,,Data Scientist,Data Science ,"Amsterdam, Netherlands","Lead efforts to develop and evaluate large-scale traditional machine learning models, optimize retrieval-augmented generation (RAG) systems, fine-tune large language models (LLMs), and implement agentic workflows. This role requires a strong foundation in both traditional machine learning and advanced LLM technologies.What you ","Develop and evaluate large-scale machine learning models systems in production.. Propose, design, and analyze large scale online experiments. Define and implement metrics to measure product performance. Present findings to business and executive audiences. Collaborate with engineers and product managers to implement ideas and plan future roadmaps. Optimize retrieval-augmented generation (RAG) systems for enhanced performance and relevance.. Fine-tune large language models (LLMs) to improve predictive accuracy and operational efficiency.. Implement agentic workflows to streamline processes and enhance decision-making.","Ph.D., MS or Bachelors degree in Statistics, Economics, Operations Research, Computer Science, Engineering, or other quantitative field. If Ph.D or M.S. degree, a minimum of 2+ years of industry experience as an Applied Scientist or equivalent. Knowledge of underlying mathematical foundations of machine learning, statistics, optimization, economics, and analytics. Hands-on experience building and deployment ML models.. Knowledge of experimental design and analysis. Experience with exploratory data analysis, statistical analysis and testing, and model development. Ability to use a language like Python or R to work efficiently at scale with large data sets. Proficiency in technologies in one or more of the following: SQL, Spark, Hadoop","Knowledge in modern machine learning techniques applicable to privacy and recommender systems. Advanced understanding of statistics, causal inference, and machine learning. 5+ years of industry experience as an Applied Scientist or equivalent.. Experience designing and analyzing large scale online experiments. Experience working with large scale data sets using technologies like Hive, Presto, and Spark. Experience with synthetic data generation.. Proficiency in fine-tuning and optimizing large language models (LLMs).. Experience in retrieval-augmented generation (RAG) systems.. Familiarity with agentic workflows and their applications in machine learning and AI systems."
https://www.uber.com/careers/list/132407,"Software Engineer II, Fullstack",,Fullstack,Engineering,"Bangalore, India   |   Hyderabad, India",,"Design, develop, and maintain backend services and APIs.. Build and optimize front-end applications using modern JavaScript frameworks.. Collaborate with data engineers to integrate data workflows and pipelines.. Ensure the scalability, performance, and reliability of applications.. Participate in code reviews, design discussions, and team meetings.. Work closely with cross-functional teams to deliver end-to-end solutions.. Stay up-to-date with the latest industry trends and technologies.. Troubleshoot and resolve technical issues in production and development environments.. Mentor junior engineers and contribute to the team's technical growth.. Develop and maintain documentation for software projects and processes.","3+ years of experience in full-stack software development.. Strong proficiency in backend technologies such as Java, Python, Node.js, or Go.. Experience with frontend frameworks like React, Angular, or Vue.js.. Solid understanding of database technologies, including SQL and NoSQL databases.. Familiarity with data engineering concepts and ETL processes.. Knowledge of cloud platforms like AWS, GCP, or Azure.. Experience with RESTful API design and development.. Proficiency in version control systems such as Git.. Excellent problem-solving skills and ability to work in a collaborative team environment.. Strong communication skills, both verbal and written.",
https://www.uber.com/careers/list/132721,"Territory Account Manager, Uber Eats - Lyon",,Account Management,Sales &amp; Account Management ,"Lyon, France",,"Take complete ownership of your restaurant portfolio and drive the business and operational performance. Identify and initiate new partnership opportunities with top restaurants in your city. Champion deep relationships with top restaurant partners, identifying and acting on opportunities to grow their delivery business. Solve complex issues by ensuring our customer service is prioritised and solved efficiently. Drive on-the-ground knowledge and context about the city you operate in to the wider Uber Eats France team. Act as an ambassador of Uber Eats mission, brand, and product","Minimum 1 year of professional experience in either Account Management /Start Up or Consultancy. Strong motivation and passion to work with top restaurants and build a business togethe. Capable to run analysis and/or understand data and transform it into relevant insights. Extraordinary listening, communication and organisational skills. Effective at operating under pressure and meeting tight deadlines. Highly autonomous - able to work with minimal oversight. Problem solving skills: when you see a problem, you work hard and think out of the box until you fix it. Full proficiency in French & English",
https://www.uber.com/careers/list/132674,"Bilingual Senior Customer Support Specialist - Montreal, QC",,Community Operations ,,"Montreal, Canada","The Community Operations organization at Uber is responsible for delivering world-class customer support to riders, drivers, eaters, and couriers. Within our Community Operations organization, Uber Greenlight locations help new drivers get on the road for the first time, build engagement with the platform over time, and serve as a logistics hub for drivers in their city. We look to our in-person support representatives, or Uber Experts, to serve as the face of Uber for drivers in hundreds of Greenlight locations around the world and provide sign-up help and overall support.","Provide high-quality front-facing customer support. Ensure issues are resolved using procedures or are escalated promptly. Facilitate driver sign-ups and communicate the value proposition of driving with Uber, which may include proactive outreach. Engage and support Drivers and Earners already on the platform in order to enable them to achieve greater success. Partner with management on improving/building support processes. Assist with local events and promotions. Troubleshoot and problem-solve through straight technical issues. Communicate effectively with various stakeholders when needed. Present to groups of drivers & earners. Act as an SME and provide feedback on processes, and policies, and help with edge cases, including in real-time, while monitoring the floor.. Resolve complex cases and escalations on the floor. Provide basic support projects which have an impact on greenlight KPIs and Expert engagement. Provide floor support projects which have an impact on Greenlight KPIs and Expert engagement. Provide floor support and help manage the daily operational running of the hub, hosting internal teams (e.g., Product)","Ability to work full-time Monday-Friday standard 9:30 to 5:30 shift. 2+ years of Customer support experience in a high-volume environment, such as service industries, retail, or hospitality. Attention to detail, problem-solving, and communication (written and verbal) skills. Ability to navigate customer service operations without direct oversight of a manager. Ability to successfully navigate challenging and escalated customer service complaints. Ability to make business-critical decisions in the moment without requiring additional support. Empathy, punctuality, organization, EQ, active listening, basic computer savvy, teamwork/collaboration, adaptability, conflict management/resolution, adaptability. Strong prioritization and time management. Bilingual (French, English)This role requires knowledge of both English and French because it requires the ability to work independently with multiple stakeholders across the US and Canada.","Sales, account management, or business development experience. Experience leading peers to achieve success metrics without direct manager oversight. Bachelor’s Degree. 1 Year of floor supervisory/manager experience or Keyholder"
https://www.uber.com/careers/list/131800,"Engineering Manager II, Airports",230000.0,Manager,Engineering ,"Seattle, Washington",,"Lead an engineering team to deliver product features to customers with measurable impact.. Drive the right technical decisions for the team with a clear view on tradeoffs.. Enable productivity and velocity of an engineering team.. Manage performance of individual engineers, providing coaching and real time feedback.. Collaborate with product managers, data scientists, operations and other engineering teams.","Bachelor’s Degree or equivalent in Computer Science, Engineering, Mathematics or related field AND 5+ years full-time Software Engineering work experience prior to Engineering Management experience AND 2+ years full-time Engineering Management work experience, INCLUDINGexperience setting roadmap and goals for the engineering team and leading engineering projects from planning through review stages.experience consulting with key partners, maximizing engineering resources, using measurable metrics and/or KPIs, and collating technical artifacts to make key engineering decisions.experience ensuring delivery by allocating engineering talent effectively to achieve engineering deliverables, empowering engineers, and maintaining productivity.experience hiring, team building, performance management, mentorship, and employee development.experience advocating engineering best practices and driving engineering excellence within their team and organization.. Note the 5 years total of specialized software engineering experience may have been gained through education and full-time work experience, additional training, coursework, research, or similar (OR some combination of these).  The years of specialized experience are not necessarily in addition to the years of Education & full-time work experience indicated.","experience setting roadmap and goals for the engineering team and leading engineering projects from planning through review stages.. experience consulting with key partners, maximizing engineering resources, using measurable metrics and/or KPIs, and collating technical artifacts to make key engineering decisions.. experience ensuring delivery by allocating engineering talent effectively to achieve engineering deliverables, empowering engineers, and maintaining productivity.. experience hiring, team building, performance management, mentorship, and employee development.. experience advocating engineering best practices and driving engineering excellence within their team and organization."
https://www.uber.com/careers/list/132513,Sr Software Engineer,195250.0,Backend,Engineering ,"Sunnyvale, California","The Search Platform team is responsible for the Search experience on several product surfaces at Uber, enabling millions of users to find, discover, and explore rides, food, etc. Search has played an increasingly important role in bringing Uber closer to its vision. The ideal candidate will bring extensive expertise in search infrastructure, showcasing a profound understanding of search algorithms, distributed systems, and scalability.We are looking for an experienced Sr. Software Engineer to play a key role in vector search and gen AI capabilities. You will get to work on cutting edge technologies and will get to work with industry experts ranging from distributed systems to machine learning.","Design and implement new features for vector search solutions at Uber.. Join on call rotation, driving continuous improvements on system availability, scalability, performance and efficiency.. Collaborate with other infrastructure teams, production engineer team and product manager to drive adoption and standardize processes, and to design and implement high impact, cross-product features.","BS or MS in Computer Science or a related technical discipline, or equivalent experience.. Proficient in one of the following programming languages: Java, Go, C/C++ or similar languages. Good scripting skills and ability to pick up new ones.. Systematic problem solving approach and knowledge of algorithms, data structures and complexity analysis.. Semantic Search, Vector Search and LLM related experience","Experience with Milvus, Apache Lucene, ElasticSearch, OpenSearch, Solr and other Search technologies is a plus. Experience with highly available/fault tolerant, replicated data storage systems, large scale data processing systems or enterprise/cloud storage systems is also a strong plus"
https://www.uber.com/careers/list/132342,"Sr. Software Engineer, Android - Maps",166750.0,Android,Engineering,"Seattle, Washington   |   San Francisco, California   |   Sunnyvale, California","Whenever you see a map, get an ETA, see the route a driver or courier is taking, or get picked up at the right location in an Uber product, it is being powered by the Maps Engineering team. We have multiple android roles across the Maps teams including, Search, Navigation, Display and Sensors. As a part of the team, you'll have a chance to work on the systems that are at the core of the services Uber provides. Your work will directly impact the millions of people who rely on Uber each and every day.What You ","As a senior software engineer at Uber, you'll have a direct impact on the customer experience for riders, drivers, eaters, restaurant and business owners and cities alike.. Deliver groundbreaking experiences that help simplify the lives of our diverse customer base at global scale.. Substantially evolve key navigation and places search systems across Uber Rider, Driver and Eats apps impacting tens of millions of daily users in the core trip flow.. Partner closely with the sister teams in Maps Display, Maps Routing, Driver and Eats Courier to increase consistency and efficiency during the Pickup and Dropoff (PUDO) experience.. You will work with some of the world's most experienced mapping and search professionals, data scientists, software engineers, and research scientists on a very user-facing product. This is your chance to develop cutting-edge technology that will make a huge impact on the efficiency of every Uber trip and delivery!","Bachelor’s degree in Computer Science or related technical field or equivalent practical experience. 3+ years experience in either Kotlin and/or Java. 5+ years of professional experience building in either mobile platform/sdk/dev tools, or mobile consumer facing features","MS/PhD in Computer Science or a related field. At least five (5) years of software engineering experience. Experience with writing, releasing, maintaining mobile code. Experience analyzing a feature in production using analytics and experiments. Experience efficiently collaborating on projects. Experiences with mapping or navigation solutions. Contributions to Android community via open source"
https://www.uber.com/careers/list/131460,"Senior Technical Recruiter, LATAM",,Talent Acquisition,People &amp; Places ,"Sao Paulo, Brazil",,"Guide the stakeholder through unique situations, sensitivities, and competing priorities using thoughtful business-backed and empathetic solutions. Regularly assess data to ensure reliability via established dashboards and reports. Communicate complex data into comprehensive narratives. Use market knowledge to advise Hiring Managers on potential bottlenecks and develops a strategy to influence the candidates’ decision to join. Understand interdependencies between functions (e.g. Mobility, Comp, Immigration, etc.) and adjust recruiting strategy to align. Continuously review the assessment process and proactively realigns with Hiring Managers when faced with bottlenecks","Minimum of 5 years of professional experience in Tech recruitment. Experience in full-cycle recruiting in both a fast-paced agency and corporate environment. Bachelor's degree in Business, HR, Communications or similar preferred. Experience with ICIMS or other ATS. Experience with manipulating and interpreting data to guide hiring decisions. Has partnered with a wide variety of clients, including senior level business leaders and seasoned professional candidates. Has experience hiring in an organization focused on cultivating a diverse workforce. English and Portuguese proficiency",
